County,State,FIPS Code,Vehicles / 5sqmi
Rockingham,NH,33,0 - 2
Hoke,NC,37,0 - 2
Eagle,CO,8,0 - 2
Graham,AZ,4,0 - 2
Johnson,IL,17,0 - 2
Hill,MT,30,0 - 2
Murray,MN,27,0 - 2
Wayne,OH,39,0 - 2
Clark,NV,32,0 - 2
Greenville,SC,45,0 - 2
Baker,GA,13,0 - 2
Klamath,OR,41,0 - 2
Union,IL,17,0 - 2
Chautauqua,NY,36,0 - 2
Rains,TX,48,0 - 2
Canadian,OK,40,0 - 2
Lake,FL,12,0 - 2
Carson,TX,48,0 - 2
Wabash,IN,18,0 - 2
Crittenden,KY,21,0 - 2
Cape Girardeau,MO,29,0 - 2
Webster,MS,28,0 - 2
Ottawa,KS,20,0 - 2
Anson,NC,37,0 - 2
Knox,IN,18,0 - 2
Pickett,TN,47,0 - 2
Grant,LA,22,0 - 2
Adams,WI,55,0 - 2
Santa Rosa,FL,12,0 - 2
Hancock,GA,13,0 - 2
Cabarrus,NC,37,0 - 2
DeWitt,TX,48,0 - 2
Ochiltree,TX,48,0 - 2
Paulding,OH,39,0 - 2
Clay,KS,20,0 - 2
Seneca,NY,36,0 - 2
Fayette,TN,47,0 - 2
Union,TN,47,0 - 2
Bacon,GA,13,0 - 2
Marshall,OK,40,0 - 2
Indiana,PA,42,0 - 2
New Hanover,NC,37,0 - 2
St. Bernard,LA,22,0 - 2
Montgomery,PA,42,0 - 10
Morgan,AL,1,0 - 2
Kenedy,TX,48,0 - 2
Putnam,MO,29,0 - 2
Ada,ID,16,0 - 2
LaPorte,IN,18,0 - 2
Tazewell,IL,17,0 - 2
Carroll,IN,18,0 - 2
Wayne,IL,17,0 - 2
Trinity,TX,48,0 - 2
Bronx,NY,36,0 - 10
Young,TX,48,0 - 2
San Luis Obispo,CA,6,0 - 2
Marin,CA,6,10 - 25
Dakota,NE,31,0 - 2
Pushmataha,OK,40,0 - 2
Wake,NC,37,0 - 10
West Feliciana,LA,22,0 - 2
Carroll,GA,13,0 - 2
Goochland,VA,51,0 - 2
Morris,KS,20,0 - 2
Deaf Smith,TX,48,0 - 2
Coweta,GA,13,0 - 2
Sumter,AL,1,0 - 2
Pacific,WA,53,0 - 2
Jerome,ID,16,0 - 2
Morgan,OH,39,0 - 2
Sierra,NM,35,0 - 2
Aroostook,ME,23,0 - 2
Yellow Medicine,MN,27,0 - 2
Camp,TX,48,0 - 2
Geauga,OH,39,0 - 2
Putnam,TN,47,0 - 2
Hidalgo,TX,48,0 - 2
Aransas,TX,48,0 - 2
New York,NY,36,100 - 200
Lincoln,WI,55,0 - 2
Olmsted,MN,27,0 - 2
Grant,WI,55,0 - 2
Lehigh,PA,42,0 - 2
Walton,FL,12,0 - 2
Natchitoches,LA,22,0 - 2
Scotts Bluff,NE,31,0 - 2
Perry,OH,39,0 - 2
Campbell,TN,47,0 - 2
Phelps,MO,29,0 - 2
Johnson,IN,18,0 - 2
Sussex,VA,51,0 - 2
Rogers,OK,40,0 - 2
Clarke,IA,19,0 - 2
Elko,NV,32,0 - 2
Stone,MS,28,0 - 2
Kay,OK,40,0 - 2
Colusa,CA,6,0 - 2
Mineral,NV,32,0 - 2
Hopewell,VA,51,0 - 2
Franklin,NE,31,0 - 2
Madison,NC,37,0 - 2
Siskiyou,CA,6,0 - 2
Middlesex,CT,9,0 - 2
Grant,MN,27,0 - 2
Iron,UT,49,0 - 2
Decatur,TN,47,0 - 2
Ogemaw,MI,26,0 - 2
Dallas,AL,1,0 - 2
Douglas,OR,41,0 - 2
Merrick,NE,31,0 - 2
Sedgwick,KS,20,0 - 2
Monroe,IA,19,0 - 2
Mahaska,IA,19,0 - 2
Morgan,IL,17,0 - 2
Jefferson,ID,16,0 - 2
Camden,NC,37,0 - 2
Kent,RI,44,0 - 2
Winnebago,IL,17,0 - 2
Fisher,TX,48,0 - 2
Morrison,MN,27,0 - 2
Otsego,MI,26,0 - 2
Mahnomen,MN,27,0 - 2
Jackson,KY,21,0 - 2
Choctaw,OK,40,0 - 2
Benton,MO,29,0 - 2
Prince Edward,VA,51,0 - 2
Lawrence,IN,18,0 - 2
Waushara,WI,55,0 - 2
Madison,ID,16,0 - 2
Mayes,OK,40,0 - 2
Lamoille,VT,50,0 - 2
Socorro,NM,35,0 - 2
Hardin,IA,19,0 - 2
Atchison,KS,20,0 - 2
Schoolcraft,MI,26,0 - 2
Raleigh,WV,54,0 - 2
Macomb,MI,26,0 - 2
Liberty,TX,48,0 - 2
Ringgold,IA,19,0 - 2
Woodbury,IA,19,0 - 2
Yuba,CA,6,0 - 2
Webster,IA,19,0 - 2
Rutland,VT,50,0 - 2
Floyd,KY,21,0 - 2
Davidson,NC,37,0 - 2
Stephens,OK,40,0 - 2
Sweet Grass,MT,30,0 - 2
Southampton,VA,51,0 - 2
Lauderdale,TN,47,0 - 2
Clay,IL,17,0 - 2
Jefferson,NY,36,0 - 2
Johnson,TN,47,0 - 2
Lake of the Woods,MN,27,0 - 2
Marengo,AL,1,0 - 2
Millard,UT,49,0 - 2
Covington,VA,51,0 - 2
Bertie,NC,37,0 - 2
Valley,NE,31,0 - 2
Lassen,CA,6,0 - 2
Larimer,CO,8,0 - 2
McPherson,KS,20,0 - 2
Concho,TX,48,0 - 2
Overton,TN,47,0 - 2
Dewey,SD,46,0 - 2
Kandiyohi,MN,27,0 - 2
Prince of Wales-Hyder,AK,2,0 - 2
Lake,IN,18,0 - 2
Medina,TX,48,0 - 2
Edgar,IL,17,0 - 2
Lancaster,PA,42,0 - 2
Hayes,NE,31,0 - 2
Jackson,MN,27,0 - 2
Wheeler,TX,48,0 - 2
Washington,FL,12,0 - 2
Todd,MN,27,0 - 2
Amite,MS,28,0 - 2
Hardee,FL,12,0 - 2
Moody,SD,46,0 - 2
Charlotte,VA,51,0 - 2
Saunders,NE,31,0 - 2
Rich,UT,49,0 - 2
Cedar,NE,31,0 - 2
Butler,KS,20,0 - 2
Fulton,PA,42,0 - 2
Lake,MT,30,0 - 2
Coffee,GA,13,0 - 2
Walker,TX,48,0 - 2
Davis,IA,19,0 - 2
Douglas,WI,55,0 - 2
Catahoula,LA,22,0 - 2
Iberia,LA,22,0 - 2
James City,VA,51,0 - 2
Summers,WV,54,0 - 2
Perry,AL,1,0 - 2
Gray,KS,20,0 - 2
Flagler,FL,12,0 - 2
Waynesboro,VA,51,0 - 2
Marshall,IL,17,0 - 2
Wilson,TX,48,0 - 2
Pottawattamie,IA,19,0 - 2
Shawnee,KS,20,0 - 2
Wilson,NC,37,0 - 2
Fayette,IA,19,0 - 2
Thurston,WA,53,2 - 5
Miller,MO,29,0 - 2
Morrill,NE,31,0 - 2
Adams,NE,31,0 - 2
Pulaski,MO,29,0 - 2
Pottawatomie,OK,40,0 - 2
Franklin,ID,16,0 - 2
Lee,VA,51,0 - 2
Metcalfe,KY,21,0 - 2
Lee,AL,1,0 - 2
Coos,OR,41,0 - 2
Clay,KY,21,0 - 2
Alamosa,CO,8,0 - 2
Bleckley,GA,13,0 - 2
Franklin,IA,19,0 - 2
Allegan,MI,26,0 - 2
Powell,MT,30,0 - 2
Cass,MN,27,0 - 2
San Diego,CA,6,10 - 25
Rock,WI,55,0 - 2
Mineral,WV,54,0 - 2
Stark,IL,17,0 - 2
Pottawatomie,KS,20,0 - 2
Gratiot,MI,26,0 - 2
San Miguel,CO,8,0 - 2
McDuffie,GA,13,0 - 2
Otoe,NE,31,0 - 2
Turner,SD,46,0 - 2
Noble,OK,40,0 - 2
Cumberland,IL,17,0 - 2
Marion,AR,5,0 - 2
St. Joseph,MI,26,0 - 2
San Benito,CA,6,0 - 2
Kent,DE,10,0 - 2
Barry,MO,29,0 - 2
Morgan,GA,13,0 - 2
Genesee,NY,36,0 - 2
Chittenden,VT,50,0 - 2
Wayne,MO,29,0 - 2
Dillon,SC,45,0 - 2
Scotland,NC,37,0 - 2
Perry,MS,28,0 - 2
Stanton,NE,31,0 - 2
McCone,MT,30,0 - 2
Stafford,KS,20,0 - 2
Cameron,LA,22,0 - 2
Sheridan,NE,31,0 - 2
Racine,WI,55,0 - 2
Walker,GA,13,0 - 2
Hale,AL,1,0 - 2
Presidio,TX,48,0 - 2
Charleston,SC,45,0 - 2
Meigs,OH,39,0 - 2
Audrain,MO,29,0 - 2
Warren,GA,13,0 - 2
Chenango,NY,36,0 - 2
Buchanan,IA,19,0 - 2
Faulk,SD,46,0 - 2
Tazewell,VA,51,0 - 2
Montezuma,CO,8,0 - 2
Cherokee,SC,45,0 - 2
Dillingham,AK,2,0 - 2
Lamb,TX,48,0 - 2
Jefferson Davis,LA,22,0 - 2
Logan,OK,40,0 - 2
Gentry,MO,29,0 - 2
Nolan,TX,48,0 - 2
Lafayette,MO,29,0 - 2
Utah,UT,49,0 - 2
Okanogan,WA,53,0 - 2
Horry,SC,45,0 - 2
Oldham,KY,21,0 - 2
Delta,MI,26,0 - 2
Bingham,ID,16,0 - 2
Garrard,KY,21,0 - 2
Graves,KY,21,0 - 2
Harlan,NE,31,0 - 2
Warren,OH,39,0 - 2
Dunklin,MO,29,0 - 2
Tuscaloosa,AL,1,0 - 2
Dallas,TX,48,10 - 25
Berrien,MI,26,0 - 2
Catoosa,GA,13,0 - 2
Swisher,TX,48,0 - 2
Hickman,KY,21,0 - 2
Brazos,TX,48,0 - 2
Craighead,AR,5,0 - 2
Morris,NJ,34,0 - 10
McHenry,IL,17,0 - 2
Aurora,SD,46,0 - 2
Hancock,MS,28,0 - 2
Madison,IL,17,0 - 2
Greene,MS,28,0 - 2
Bedford,PA,42,0 - 2
Fredericksburg,VA,51,2 - 5
Archer,TX,48,0 - 2
Taos,NM,35,0 - 2
Gogebic,MI,26,0 - 2
Hooker,NE,31,0 - 2
Hansford,TX,48,0 - 2
Salt Lake,UT,49,10 - 25
Ketchikan Gateway,AK,2,0 - 2
Dawson,GA,13,0 - 2
Lancaster,NE,31,0 - 2
Lancaster,SC,45,0 - 2
Humphreys,MS,28,0 - 2
Billings,ND,38,0 - 2
Lincoln,MT,30,0 - 2
Jasper,GA,13,0 - 2
Schuyler,MO,29,0 - 2
Miller,GA,13,0 - 2
Elk,KS,20,0 - 2
Irwin,GA,13,0 - 2
Adams,WA,53,0 - 2
Columbia,WA,53,0 - 2
Custer,NE,31,0 - 2
Lee,SC,45,0 - 2
Muscatine,IA,19,0 - 2
Jefferson,MO,29,0 - 2
Chouteau,MT,30,0 - 2
Gallatin,KY,21,0 - 2
Jefferson,WI,55,0 - 2
Pamlico,NC,37,0 - 2
Lee,IA,19,0 - 2
Tipton,TN,47,0 - 2
Susquehanna,PA,42,0 - 2
Pawnee,OK,40,0 - 2
Grays Harbor,WA,53,0 - 2
Monterey,CA,6,0 - 2
Chambers,TX,48,0 - 2
Bristol,MA,25,0 - 2
San Juan,NM,35,0 - 2
Hardin,KY,21,0 - 2
Baker,FL,12,0 - 2
Jackson,FL,12,0 - 2
Henry,VA,51,0 - 2
Rockingham,VA,51,0 - 2
Franklin,KS,20,0 - 2
Perry,TN,47,0 - 2
Delaware,OH,39,0 - 2
Grand Isle,VT,50,0 - 2
Barton,KS,20,0 - 2
Red River,LA,22,0 - 2
Bailey,TX,48,0 - 2
Titus,TX,48,0 - 2
Meeker,MN,27,0 - 2
Choctaw,AL,1,0 - 2
Branch,MI,26,0 - 2
Polk,TN,47,0 - 2
Union,GA,13,0 - 2
Clinton,OH,39,0 - 2
Bonner,ID,16,0 - 2
Gwinnett,GA,13,10 - 25
Dooly,GA,13,0 - 2
Houghton,MI,26,0 - 2
Highland,OH,39,0 - 2
Berrien,GA,13,0 - 2
Walthall,MS,28,0 - 2
Knox,KY,21,0 - 2
Brookings,SD,46,0 - 2
Louisa,IA,19,0 - 2
San Mateo,CA,6,25 - 50
Douglas,SD,46,0 - 2
Cotton,OK,40,0 - 2
La Salle,TX,48,0 - 2
Las Animas,CO,8,0 - 2
Lawrence,SD,46,0 - 2
Candler,GA,13,0 - 2
Custer,CO,8,0 - 2
Shelby,IL,17,0 - 2
Union,FL,12,0 - 2
Mineral,CO,8,0 - 2
Orleans,NY,36,0 - 2
Scott,MS,28,0 - 2
San Jacinto,TX,48,0 - 2
Morton,ND,38,0 - 2
Blue Earth,MN,27,0 - 2
Montgomery,MO,29,0 - 2
Litchfield,CT,9,0 - 2
Wayne,IN,18,0 - 2
Merrimack,NH,33,0 - 2
Coahoma,MS,28,0 - 2
Taylor,GA,13,0 - 2
Allen,LA,22,0 - 2
Belknap,NH,33,0 - 2
Harrison,TX,48,0 - 2
Monroe,OH,39,0 - 2
Milam,TX,48,0 - 2
Cache,UT,49,0 - 2
Robertson,KY,21,0 - 2
Apache,AZ,4,0 - 2
Lapeer,MI,26,0 - 2
Jo Daviess,IL,17,0 - 2
Logan,KS,20,0 - 2
Kennebec,ME,23,0 - 2
Washington,VA,51,0 - 2
Washington,AR,5,0 - 2
Pawnee,KS,20,0 - 2
Crosby,TX,48,0 - 2
De Baca,NM,35,0 - 2
Caldwell,NC,37,0 - 2
Harrison,IN,18,0 - 2
Vigo,IN,18,0 - 2
Collier,FL,12,0 - 2
Clay,TX,48,0 - 2
Iredell,NC,37,0 - 2
Jackson,MS,28,0 - 2
Stonewall,TX,48,0 - 2
Allen,IN,18,0 - 2
Holmes,MS,28,0 - 2
Dickinson,MI,26,0 - 2
Covington,MS,28,0 - 2
Santa Cruz,AZ,4,0 - 2
Huntingdon,PA,42,0 - 2
Greer,OK,40,0 - 2
St. Clair,MI,26,0 - 2
Yazoo,MS,28,0 - 2
Hamblen,TN,47,0 - 2
Rapides,LA,22,0 - 2
Monroe,FL,12,0 - 2
Washington,VT,50,0 - 2
Forsyth,GA,13,10 - 25
Cedar,MO,29,0 - 2
Surry,NC,37,0 - 2
Texas,MO,29,0 - 2
Osage,KS,20,0 - 2
Jefferson,NE,31,0 - 2
Fleming,KY,21,0 - 2
Trimble,KY,21,0 - 2
Jack,TX,48,0 - 2
Buena Vista,VA,51,0 - 2
Lincoln,CO,8,0 - 2
Ellis,KS,20,0 - 2
Madison,NE,31,0 - 2
Hughes,SD,46,0 - 2
Benson,ND,38,0 - 2
Cass,IN,18,0 - 2
Montgomery,GA,13,0 - 2
Doniphan,KS,20,0 - 2
Dubuque,IA,19,0 - 2
Randolph,WV,54,0 - 2
McLean,KY,21,0 - 2
Harris,TX,48,0 - 10
Hyde,SD,46,0 - 2
Griggs,ND,38,0 - 2
Juniata,PA,42,0 - 2
Hunterdon,NJ,34,0 - 2
Hardeman,TX,48,0 - 2
Avoyelles,LA,22,0 - 2
Hoonah-Angoon,AK,2,0 - 2
Laclede,MO,29,0 - 2
Duval,TX,48,0 - 2
Fairfield,OH,39,0 - 2
Gasconade,MO,29,0 - 2
Drew,AR,5,0 - 2
Loving,TX,48,0 - 2
Creek,OK,40,0 - 2
Wicomico,MD,24,0 - 2
Adams,ND,38,0 - 2
Palo Pinto,TX,48,0 - 2
Orangeburg,SC,45,0 - 2
Sanders,MT,30,0 - 2
Warren,VA,51,0 - 2
Clark,KY,21,0 - 2
Caldwell,KY,21,0 - 2
Pocahontas,IA,19,0 - 2
San Bernardino,CA,6,0 - 2
Lowndes,AL,1,0 - 2
Andrew,MO,29,0 - 2
Weber,UT,49,0 - 2
Braxton,WV,54,0 - 2
Duval,FL,12,0 - 2
Elbert,CO,8,0 - 2
Custer,ID,16,0 - 2
Scott,TN,47,0 - 2
Bracken,KY,21,0 - 2
Stevens,KS,20,0 - 2
Newberry,SC,45,0 - 2
Ziebach,SD,46,0 - 2
Union,PA,42,0 - 2
Franklin,FL,12,0 - 2
Cumberland,VA,51,0 - 2
Harding,NM,35,0 - 2
Lake,OR,41,0 - 2
Terrell,GA,13,0 - 2
Angelina,TX,48,0 - 2
Van Buren,IA,19,0 - 2
Tompkins,NY,36,0 - 2
Fremont,IA,19,0 - 2
Mahoning,OH,39,0 - 2
Harrison,MS,28,0 - 2
Kalawao,HI,15,0 - 2
King William,VA,51,0 - 2
Lafayette,WI,55,0 - 2
Asotin,WA,53,0 - 2
Jackson,TX,48,0 - 2
Mille Lacs,MN,27,0 - 2
Chicot,AR,5,0 - 2
Winchester,VA,51,2 - 5
Cass,IA,19,0 - 2
Comanche,KS,20,0 - 2
Towner,ND,38,0 - 2
Chatham,GA,13,0 - 2
White Pine,NV,32,0 - 2
Cannon,TN,47,0 - 2
Troup,GA,13,0 - 2
Wayne,KY,21,0 - 2
Randolph,NC,37,0 - 2
Okfuskee,OK,40,0 - 2
Sanborn,SD,46,0 - 2
Reeves,TX,48,0 - 2
Chemung,NY,36,0 - 2
Woodford,IL,17,0 - 2
Chesapeake,VA,51,0 - 2
Allegany,MD,24,0 - 2
McLennan,TX,48,0 - 2
Clarke,VA,51,0 - 2
McCormick,SC,45,0 - 2
Madison,VA,51,0 - 2
Surry,VA,51,0 - 2
Franklin,VT,50,0 - 2
Sac,IA,19,0 - 2
Magoffin,KY,21,0 - 2
Montour,PA,42,0 - 2
Cheatham,TN,47,0 - 2
Holt,NE,31,0 - 2
Burke,NC,37,0 - 2
Carroll,KY,21,0 - 2
White,AR,5,0 - 2
Hays,TX,48,0 - 2
Lewis,ID,16,0 - 2
Washita,OK,40,0 - 2
Henry,KY,21,0 - 2
Grundy,IL,17,0 - 2
McIntosh,OK,40,0 - 2
Bibb,GA,13,0 - 2
Calhoun,FL,12,0 - 2
Bell,KY,21,0 - 2
Dodge,NE,31,0 - 2
Robeson,NC,37,0 - 2
Cecil,MD,24,0 - 2
Ottawa,OK,40,0 - 2
Upson,GA,13,0 - 2
Cherokee,TX,48,0 - 2
Dixon,NE,31,0 - 2
Northampton,PA,42,0 - 2
Maricopa,AZ,4,2 - 5
Clermont,OH,39,0 - 2
Sullivan,NH,33,0 - 2
Mingo,WV,54,0 - 2
Caddo,OK,40,0 - 2
Grand,UT,49,0 - 2
Lamar,TX,48,0 - 2
Chippewa,WI,55,0 - 2
Desha,AR,5,0 - 2
Williamsburg,SC,45,0 - 2
Antelope,NE,31,0 - 2
Washington,OH,39,0 - 2
Dinwiddie,VA,51,0 - 2
Harrisonburg,VA,51,2 - 5
Clay,GA,13,0 - 2
Eddy,NM,35,0 - 2
Boone,NE,31,0 - 2
Yankton,SD,46,0 - 2
Sumner,KS,20,0 - 2
Clarke,GA,13,0 - 10
Fairfield,SC,45,0 - 2
Stewart,GA,13,0 - 2
Campbell,KY,21,0 - 2
Fresno,CA,6,0 - 2
Stephenson,IL,17,0 - 2
Rosebud,MT,30,0 - 2
Brown,IL,17,0 - 2
Lee,AR,5,0 - 2
St. Charles,LA,22,0 - 2
West Baton Rouge,LA,22,0 - 2
Nowata,OK,40,0 - 2
Ballard,KY,21,0 - 2
Newton,MO,29,0 - 2
Lycoming,PA,42,0 - 2
Bulloch,GA,13,0 - 2
Sibley,MN,27,0 - 2
Calvert,MD,24,0 - 2
Phillips,AR,5,0 - 2
Cassia,ID,16,0 - 2
Camden,GA,13,0 - 2
Van Buren,MI,26,0 - 2
Robertson,TN,47,0 - 2
Peoria,IL,17,0 - 2
Mills,TX,48,0 - 2
Benton,TN,47,0 - 2
Columbia,GA,13,0 - 2
Miami,IN,18,0 - 2
Franklin,MO,29,0 - 2
Jefferson,IN,18,0 - 2
Macon,AL,1,0 - 2
McKenzie,ND,38,0 - 2
Ste. Genevieve,MO,29,0 - 2
Clearwater,ID,16,0 - 2
Carroll,IA,19,0 - 2
Copiah,MS,28,0 - 2
Talladega,AL,1,0 - 2
Floyd,GA,13,0 - 2
Phillips,CO,8,0 - 2
Greene,NY,36,0 - 2
Brown,NE,31,0 - 2
Ocean,NJ,34,0 - 2
Pulaski,VA,51,0 - 2
Nye,NV,32,0 - 2
Stoddard,MO,29,0 - 2
Perry,KY,21,0 - 2
Nelson,KY,21,0 - 2
Sheridan,MT,30,0 - 2
Clark,WI,55,0 - 2
Prentiss,MS,28,0 - 2
Okaloosa,FL,12,0 - 2
Montrose,CO,8,0 - 2
San Augustine,TX,48,0 - 2
Tillamook,OR,41,0 - 2
Winona,MN,27,0 - 2
Union,AR,5,0 - 2
Prince George,VA,51,0 - 2
Essex,VA,51,0 - 2
Grayson,TX,48,0 - 2
Winkler,TX,48,0 - 2
Lake,OH,39,0 - 2
Robertson,TX,48,0 - 2
Mifflin,PA,42,0 - 2
Osceola,FL,12,0 - 2
Giles,TN,47,0 - 2
Prince George's,MD,24,2 - 5
Iron,WI,55,0 - 2
Rutherford,TN,47,0 - 2
Trousdale,TN,47,0 - 2
Oneida,WI,55,0 - 2
Stillwater,MT,30,0 - 2
Dearborn,IN,18,0 - 2
Glascock,GA,13,0 - 2
Washington,IN,18,0 - 2
Yakutat,AK,2,0 - 2
Anderson,KY,21,0 - 2
Lauderdale,AL,1,0 - 2
Bourbon,KS,20,0 - 2
Vermilion,LA,22,0 - 2
Queen Anne's,MD,24,0 - 2
Fayette,IL,17,0 - 2
Jim Hogg,TX,48,0 - 2
Yoakum,TX,48,0 - 2
Lafourche,LA,22,0 - 2
Grimes,TX,48,0 - 2
Greene,OH,39,0 - 2
Bastrop,TX,48,0 - 2
Franklin,IL,17,0 - 2
Davison,SD,46,0 - 2
Fallon,MT,30,0 - 2
Carroll,MS,28,0 - 2
Newport,RI,44,0 - 2
Bartow,GA,13,0 - 2
Washington,CO,8,0 - 2
Franklin,AL,1,0 - 2
Volusia,FL,12,0 - 2
Gordon,GA,13,0 - 2
Northumberland,VA,51,0 - 2
Chowan,NC,37,0 - 2
Deschutes,OR,41,0 - 2
Bath,VA,51,0 - 2
Appling,GA,13,0 - 2
Hendry,FL,12,0 - 2
Auglaize,OH,39,0 - 2
Unicoi,TN,47,0 - 2
Arthur,NE,31,0 - 2
Butte,CA,6,0 - 2
Nez Perce,ID,16,0 - 2
Cochise,AZ,4,0 - 2
Washington,LA,22,0 - 2
Johnston,OK,40,0 - 2
Blaine,MT,30,0 - 2
Terry,TX,48,0 - 2
Grundy,IA,19,0 - 2
Cass,ND,38,0 - 2
Hanover,VA,51,0 - 2
Crawford,OH,39,0 - 2
Spokane,WA,53,0 - 2
Banks,GA,13,0 - 2
Gunnison,CO,8,0 - 2
Scott,KS,20,0 - 2
Russell,AL,1,0 - 2
Delaware,NY,36,0 - 2
Dimmit,TX,48,0 - 2
Lake,TN,47,0 - 2
Hickory,MO,29,0 - 2
Sublette,WY,56,0 - 2
Houston,TX,48,0 - 2
Adams,IL,17,0 - 2
Fergus,MT,30,0 - 2
Starr,TX,48,0 - 2
Claiborne,LA,22,0 - 2
Park,MT,30,0 - 2
Rush,KS,20,0 - 2
Marshall,TN,47,0 - 2
Clinton,IL,17,0 - 2
Somervell,TX,48,0 - 2
Montgomery,OH,39,0 - 2
Power,ID,16,0 - 2
Christian,KY,21,0 - 2
Ozaukee,WI,55,0 - 2
Galveston,TX,48,0 - 2
Salem,VA,51,0 - 10
Baylor,TX,48,0 - 2
Porter,IN,18,0 - 2
Eureka,NV,32,0 - 2
Franklin,ME,23,0 - 2
Sebastian,AR,5,0 - 2
Dauphin,PA,42,0 - 2
Casey,KY,21,0 - 2
Keweenaw,MI,26,0 - 2
Kearny,KS,20,0 - 2
Franklin,IN,18,0 - 2
Marion,WV,54,0 - 2
DeKalb,IL,17,0 - 2
Baraga,MI,26,0 - 2
Tunica,MS,28,0 - 2
Cedar,IA,19,0 - 2
Marion,TX,48,0 - 2
Rensselaer,NY,36,0 - 2
Fayette,KY,21,0 - 2
Henderson,TX,48,0 - 2
Seward,KS,20,0 - 2
Pitt,NC,37,0 - 2
Giles,VA,51,0 - 2
Snyder,PA,42,0 - 2
Wright,MN,27,0 - 2
Tuscola,MI,26,0 - 2
Washington,MO,29,0 - 2
Lyon,KS,20,0 - 2
Towns,GA,13,0 - 2
Pendleton,WV,54,0 - 2
East Feliciana,LA,22,0 - 2
Assumption,LA,22,0 - 2
Crawford,GA,13,0 - 2
Scioto,OH,39,0 - 2
Orange,CA,6,10 - 100
Santa Cruz,CA,6,10 - 25
Lincoln,KS,20,0 - 2
Lincoln,TN,47,0 - 2
Tangipahoa,LA,22,0 - 2
Nicollet,MN,27,0 - 2
Mercer,OH,39,0 - 2
Door,WI,55,0 - 2
Chariton,MO,29,0 - 2
Hancock,TN,47,0 - 2
Medina,OH,39,0 - 2
LaGrange,IN,18,0 - 2
Latimer,OK,40,0 - 2
Miller,AR,5,0 - 2
Ontario,NY,36,0 - 2
Perkins,NE,31,0 - 2
Bates,MO,29,0 - 2
East Baton Rouge,LA,22,0 - 2
Hickman,TN,47,0 - 2
Martin,IN,18,0 - 2
Portage,WI,55,0 - 2
Buena Vista,IA,19,0 - 2
Haskell,OK,40,0 - 2
Roscommon,MI,26,0 - 2
Pinal,AZ,4,0 - 2
Sussex,NJ,34,0 - 2
Kings,NY,36,10 - 25
Cuyahoga,OH,39,0 - 2
Gadsden,FL,12,0 - 2
Phillips,MT,30,0 - 2
Jersey,IL,17,0 - 2
Jackson,IA,19,0 - 2
Stephens,GA,13,0 - 2
Cattaraugus,NY,36,0 - 2
Jewell,KS,20,0 - 2
Greenlee,AZ,4,0 - 2
Hot Spring,AR,5,0 - 2
Jeff Davis,TX,48,0 - 2
Butler,AL,1,0 - 2
Carver,MN,27,0 - 2
Webster,KY,21,0 - 2
Posey,IN,18,0 - 2
Mason,MI,26,0 - 2
Ohio,WV,54,0 - 2
Polk,GA,13,0 - 2
Mecklenburg,NC,37,0 - 10
Strafford,NH,33,0 - 2
Onondaga,NY,36,0 - 2
Brooke,WV,54,0 - 2
Lubbock,TX,48,0 - 2
Falls Church,VA,51,10 - 100
Spartanburg,SC,45,0 - 2
Chattooga,GA,13,0 - 2
Cimarron,OK,40,0 - 2
Modoc,CA,6,0 - 2
Lac qui Parle,MN,27,0 - 2
Kimble,TX,48,0 - 2
Shelby,TN,47,0 - 2
Washington,UT,49,0 - 2
Marshall,WV,54,0 - 2
Harney,OR,41,0 - 2
Marion,KS,20,0 - 2
Goodhue,MN,27,0 - 2
Cherokee,IA,19,0 - 2
Lawrence,IL,17,0 - 2
Potter,SD,46,0 - 2
Vernon,MO,29,0 - 2
Holt,MO,29,0 - 2
Hill,TX,48,0 - 2
Powhatan,VA,51,0 - 2
Neshoba,MS,28,0 - 2
Scott,MN,27,0 - 2
Washington,ID,16,0 - 2
Ector,TX,48,0 - 2
Union,NM,35,0 - 2
Mesa,CO,8,0 - 2
Napa,CA,6,2 - 5
Lyon,KY,21,0 - 2
Adair,KY,21,0 - 2
Thomas,GA,13,0 - 2
Boulder,CO,8,10 - 25
East Carroll,LA,22,0 - 2
Vermilion,IL,17,0 - 2
Jasper,IL,17,0 - 2
Onslow,NC,37,0 - 2
Paulding,GA,13,0 - 2
Northampton,VA,51,0 - 2
Sharp,AR,5,0 - 2
Fountain,IN,18,0 - 2
Moore,TN,47,0 - 2
Alpena,MI,26,0 - 2
Twin Falls,ID,16,0 - 2
Nevada,CA,6,0 - 2
Dallas,MO,29,0 - 2
Marion,MS,28,0 - 2
Teller,CO,8,0 - 2
Isanti,MN,27,0 - 2
Union,NJ,34,10 - 25
Juneau,WI,55,0 - 2
Refugio,TX,48,0 - 2
Effingham,IL,17,0 - 2
Meigs,TN,47,0 - 2
Clearfield,PA,42,0 - 2
Sarasota,FL,12,2 - 5
Crawford,MO,29,0 - 2
Howard,AR,5,0 - 2
Worth,GA,13,0 - 2
Codington,SD,46,0 - 2
Grenada,MS,28,0 - 2
Charlevoix,MI,26,0 - 2
Oconto,WI,55,0 - 2
Greenwood,SC,45,0 - 2
Camas,ID,16,0 - 2
Greene,NC,37,0 - 2
Rusk,TX,48,0 - 2
Page,IA,19,0 - 2
Wabash,IL,17,0 - 2
Keith,NE,31,0 - 2
Seminole,FL,12,0 - 10
Windsor,VT,50,0 - 2
Cherokee,AL,1,0 - 2
