County,State,FIPS Code,Vehicles / 5sqmi
Sanpete,UT,49,0 - 2
Rockdale,GA,13,0 - 2
Midland,MI,26,0 - 2
Linn,KS,20,0 - 2
Calhoun,GA,13,0 - 2
Shelby,OH,39,0 - 2
Macon,IL,17,0 - 2
Franklin,NC,37,0 - 2
Fulton,KY,21,0 - 2
Ramsey,ND,38,0 - 2
Coleman,TX,48,0 - 2
Kings,CA,6,0 - 2
Whitley,IN,18,0 - 2
Fremont,ID,16,0 - 2
Baldwin,GA,13,0 - 2
Tuscarawas,OH,39,0 - 2
Hampton,SC,45,0 - 2
Burke,GA,13,0 - 2
Iowa,IA,19,0 - 2
Emporia,VA,51,0 - 2
Warren,KY,21,0 - 2
Craig,VA,51,0 - 2
Shenandoah,VA,51,0 - 2
Steuben,NY,36,0 - 2
Evans,GA,13,0 - 2
Valdez-Cordova,AK,2,0 - 2
Floyd,IN,18,0 - 2
Leelanau,MI,26,0 - 2
Meagher,MT,30,0 - 2
Oconee,GA,13,0 - 2
Gaston,NC,37,0 - 2
Atlantic,NJ,34,0 - 2
Washington,RI,44,0 - 2
Washington,OK,40,0 - 2
St. Croix,WI,55,0 - 2
Washington,TN,47,0 - 2
Le Sueur,MN,27,0 - 2
Martin,NC,37,0 - 2
Charlotte,FL,12,0 - 2
Lee,MS,28,0 - 2
Hancock,ME,23,0 - 2
Howell,MO,29,0 - 2
Luna,NM,35,0 - 2
Parker,TX,48,0 - 2
Carbon,MT,30,0 - 2
York,ME,23,0 - 2
Emmet,IA,19,0 - 2
Winston,AL,1,0 - 2
Kearney,NE,31,0 - 2
Iron,MO,29,0 - 2
Ascension,LA,22,0 - 2
Stafford,VA,51,0 - 2
Lumpkin,GA,13,0 - 2
Oklahoma,OK,40,0 - 2
Logan,ND,38,0 - 2
Henderson,TN,47,0 - 2
Pulaski,IN,18,0 - 2
El Paso,TX,48,0 - 2
Jackson,OH,39,0 - 2
Greeley,NE,31,0 - 2
Fulton,IN,18,0 - 2
Green Lake,WI,55,0 - 2
Graham,NC,37,0 - 2
Morgan,MO,29,0 - 2
Marion,IN,18,2 - 5
Rockingham,NC,37,0 - 2
Island,WA,53,0 - 2
Blaine,NE,31,0 - 2
Van Buren,TN,47,0 - 2
Pulaski,IL,17,0 - 2
Monroe,IL,17,0 - 2
Muskingum,OH,39,0 - 2
Juneau,AK,2,0 - 2
Beadle,SD,46,0 - 2
Payette,ID,16,0 - 2
Nevada,AR,5,0 - 2
Marion,IL,17,0 - 2
Pueblo,CO,8,0 - 2
Emmons,ND,38,0 - 2
Dundy,NE,31,0 - 2
Loudon,TN,47,0 - 2
Bedford,VA,51,0 - 2
Irion,TX,48,0 - 2
Carroll,OH,39,0 - 2
Kanawha,WV,54,0 - 2
Garza,TX,48,0 - 2
Alfalfa,OK,40,0 - 2
Crawford,MI,26,0 - 2
Lafayette,FL,12,0 - 2
Riverside,CA,6,2 - 5
Jefferson,AL,1,0 - 2
Colfax,NM,35,0 - 2
Pierce,WI,55,0 - 2
Cabell,WV,54,0 - 2
Judith Basin,MT,30,0 - 2
Scotland,MO,29,0 - 2
Mills,IA,19,0 - 2
Union,KY,21,0 - 2
Park,CO,8,0 - 2
Clark,OH,39,0 - 2
Butler,OH,39,0 - 2
Miami-Dade,FL,12,2 - 5
Burnet,TX,48,0 - 2
Chisago,MN,27,0 - 2
Arlington,VA,51,25 - 50
Nassau,NY,36,10 - 25
Montgomery,NC,37,0 - 2
Eau Claire,WI,55,0 - 2
Boundary,ID,16,0 - 2
Clark,ID,16,0 - 2
Emmet,MI,26,0 - 2
Jackson,AL,1,0 - 2
Woodruff,AR,5,0 - 2
Tama,IA,19,0 - 2
Clay,IA,19,0 - 2
Ottawa,OH,39,0 - 2
Tulsa,OK,40,0 - 2
Tallapoosa,AL,1,0 - 2
Kent,MD,24,0 - 2
Johnson,MO,29,0 - 2
Sandoval,NM,35,0 - 2
Johnson,AR,5,0 - 2
Canyon,ID,16,0 - 2
Lynn,TX,48,0 - 2
Ozark,MO,29,0 - 2
Stanly,NC,37,0 - 2
Izard,AR,5,0 - 2
Crawford,WI,55,0 - 2
Elliott,KY,21,0 - 2
Ramsey,MN,27,10 - 25
Madison,KY,21,0 - 2
Grafton,NH,33,0 - 2
Foard,TX,48,0 - 2
Waukesha,WI,55,0 - 2
Columbia,FL,12,0 - 2
Washington,NE,31,0 - 2
Richland,IL,17,0 - 2
Whitman,WA,53,0 - 2
Essex,VT,50,0 - 2
Gregg,TX,48,0 - 2
Alexander,IL,17,0 - 2
Sioux,NE,31,0 - 2
Campbell,SD,46,0 - 2
Rush,IN,18,0 - 2
Nicholas,WV,54,0 - 2
Golden Valley,MT,30,0 - 2
Grant,KS,20,0 - 2
Montgomery,MS,28,0 - 2
Marion,AL,1,0 - 2
Dougherty,GA,13,0 - 2
Norfolk,MA,25,0 - 10
Madison,MT,30,0 - 2
Pend Oreille,WA,53,0 - 2
Sanilac,MI,26,0 - 2
Pontotoc,OK,40,0 - 2
Oktibbeha,MS,28,0 - 2
Sevier,TN,47,0 - 2
Houston,GA,13,0 - 2
Kingsbury,SD,46,0 - 2
Tripp,SD,46,0 - 2
Warren,MS,28,0 - 2
Buffalo,SD,46,0 - 2
Champaign,OH,39,0 - 2
Will,IL,17,0 - 2
Albany,WY,56,0 - 2
Cumberland,ME,23,0 - 2
Russell,KS,20,0 - 2
Pierce,NE,31,0 - 2
San Francisco,CA,6,10 - 100
Keya Paha,NE,31,0 - 2
Vanderburgh,IN,18,0 - 2
Jones,IA,19,0 - 2
Wabaunsee,KS,20,0 - 2
Calloway,KY,21,0 - 2
Willacy,TX,48,0 - 2
Ellis,TX,48,0 - 2
Mason,KY,21,0 - 2
Guthrie,IA,19,0 - 2
Cass,MI,26,0 - 2
Shannon,MO,29,0 - 2
Spencer,KY,21,0 - 2
Williams,ND,38,0 - 2
Moniteau,MO,29,0 - 2
Hughes,OK,40,0 - 2
Hubbard,MN,27,0 - 2
Gonzales,TX,48,0 - 2
Sherman,OR,41,0 - 2
Kusilvak,AK,2,0 - 2
Rolette,ND,38,0 - 2
Suffolk,VA,51,0 - 2
Caldwell,MO,29,0 - 2
Jones,NC,37,0 - 2
Defiance,OH,39,0 - 2
Kitsap,WA,53,0 - 10
Orange,IN,18,0 - 2
Jefferson,FL,12,0 - 2
Owen,KY,21,0 - 2
York,SC,45,0 - 2
Bryan,OK,40,0 - 2
McDonald,MO,29,0 - 2
McKinley,NM,35,0 - 2
Florence,WI,55,0 - 2
York,VA,51,0 - 2
Ware,GA,13,0 - 2
Hamilton,IL,17,0 - 2
Jefferson,MT,30,0 - 2
Charles City,VA,51,0 - 2
Macon,MO,29,0 - 2
Lincoln,ME,23,0 - 2
Todd,KY,21,0 - 2
Renville,ND,38,0 - 2
Daviess,MO,29,0 - 2
Coles,IL,17,0 - 2
Kodiak Island,AK,2,0 - 2
Caroline,MD,24,0 - 2
Carlton,MN,27,0 - 2
Scott,IN,18,0 - 2
Clear Creek,CO,8,0 - 2
Pike,AL,1,0 - 2
Tyler,TX,48,0 - 2
Suffolk,MA,25,10 - 25
Ashtabula,OH,39,0 - 2
Clay,AL,1,0 - 2
Wayne,NC,37,0 - 2
Warren,NY,36,0 - 2
Clallam,WA,53,0 - 2
Livingston,MI,26,0 - 2
Trumbull,OH,39,0 - 2
Monona,IA,19,0 - 2
Lawrence,OH,39,0 - 2
Columbia,NY,36,0 - 2
Hamlin,SD,46,0 - 2
Washington,NC,37,0 - 2
Butte,SD,46,0 - 2
St. Joseph,IN,18,0 - 2
Fulton,GA,13,25 - 50
Ashland,WI,55,0 - 2
Clinton,MI,26,0 - 2
Mason,WV,54,0 - 2
Iron,MI,26,0 - 2
Lewis,WA,53,0 - 2
Sitka,AK,2,0 - 2
Accomack,VA,51,0 - 2
Oneida,NY,36,0 - 2
Chickasaw,IA,19,0 - 2
Hockley,TX,48,0 - 2
Marshall,IN,18,0 - 2
Goshen,WY,56,0 - 2
Livingston,MO,29,0 - 2
Orange,NC,37,2 - 5
Fairfax,VA,51,10 - 25
Fairfax,VA,51,0 - 2
Linn,MO,29,0 - 2
Franklin,TX,48,0 - 2
St. Johns,FL,12,0 - 2
Benewah,ID,16,0 - 2
Pepin,WI,55,0 - 2
Dukes,MA,25,0 - 2
Transylvania,NC,37,0 - 2
Clay,MN,27,0 - 2
Halifax,VA,51,0 - 2
Clackamas,OR,41,2 - 5
Licking,OH,39,0 - 2
Ward,TX,48,0 - 2
Monroe,GA,13,0 - 2
Polk,NE,31,0 - 2
Kerr,TX,48,0 - 2
Washington,AL,1,0 - 2
Carteret,NC,37,0 - 2
Iroquois,IL,17,0 - 2
Garfield,NE,31,0 - 2
Pike,GA,13,0 - 2
Lamar,GA,13,0 - 2
Cocke,TN,47,0 - 2
Bullitt,KY,21,0 - 2
Box Butte,NE,31,0 - 2
Rutherford,NC,37,0 - 2
Harmon,OK,40,0 - 2
Hood River,OR,41,0 - 2
Howard,IN,18,0 - 2
Hillsdale,MI,26,0 - 2
Chickasaw,MS,28,0 - 2
Grant,NM,35,0 - 2
Lake,CO,8,0 - 2
Oconee,SC,45,0 - 2
New Haven,CT,9,0 - 2
San Joaquin,CA,6,2 - 5
Sherburne,MN,27,0 - 2
Grant,SD,46,0 - 2
Buffalo,WI,55,0 - 2
Sampson,NC,37,0 - 2
Clay,WV,54,0 - 2
Dickenson,VA,51,0 - 2
Kewaunee,WI,55,0 - 2
Barron,WI,55,0 - 2
Page,VA,51,0 - 2
Callahan,TX,48,0 - 2
Llano,TX,48,0 - 2
Jackson,MI,26,0 - 2
Larue,KY,21,0 - 2
Madison,FL,12,0 - 2
Teton,WY,56,0 - 2
Venango,PA,42,0 - 2
Dallas,AR,5,0 - 2
Screven,GA,13,0 - 2
McLeod,MN,27,0 - 2
Grant,NE,31,0 - 2
Cameron,PA,42,0 - 2
Gallia,OH,39,0 - 2
Martin,TX,48,0 - 2
Sullivan,TN,47,0 - 2
Wadena,MN,27,0 - 2
Lonoke,AR,5,0 - 2
Lincoln,WY,56,0 - 2
Providence,RI,44,0 - 2
Switzerland,IN,18,0 - 2
Craig,OK,40,0 - 2
Shoshone,ID,16,0 - 2
Minidoka,ID,16,0 - 2
Morgan,UT,49,0 - 2
Carroll,MD,24,0 - 2
Martin,KY,21,0 - 2
Ralls,MO,29,0 - 2
Hamilton,IN,18,2 - 5
Brevard,FL,12,0 - 2
Monroe,NY,36,0 - 2
Forrest,MS,28,0 - 2
Madison,GA,13,0 - 2
Sullivan,IN,18,0 - 2
Greene,AR,5,0 - 2
Hall,NE,31,0 - 2
Saline,NE,31,0 - 2
Atascosa,TX,48,0 - 2
Johnson,NE,31,0 - 2
Osborne,KS,20,0 - 2
Prince William,VA,51,2 - 5
Outagamie,WI,55,0 - 2
Clay,FL,12,0 - 2
Culberson,TX,48,0 - 2
Lake,IL,17,2 - 5
Webster,NE,31,0 - 2
Bamberg,SC,45,0 - 2
Chaves,NM,35,0 - 2
Morris,TX,48,0 - 2
Muskogee,OK,40,0 - 2
Calcasieu,LA,22,0 - 2
Belmont,OH,39,0 - 2
Petersburg,VA,51,0 - 2
Denver,CO,8,25 - 50
Grant,IN,18,0 - 2
Richland,WI,55,0 - 2
Bremer,IA,19,0 - 2
Vilas,WI,55,0 - 2
McCook,SD,46,0 - 2
Upshur,TX,48,0 - 2
Elkhart,IN,18,0 - 2
Fayette,AL,1,0 - 2
Briscoe,TX,48,0 - 2
Steele,MN,27,0 - 2
Boyd,KY,21,0 - 2
Story,IA,19,0 - 2
Stephens,TX,48,0 - 2
Scurry,TX,48,0 - 2
Monmouth,NJ,34,2 - 5
Union,NC,37,0 - 2
Hernando,FL,12,0 - 2
Tyrrell,NC,37,0 - 2
Edwards,TX,48,0 - 2
Stevens,MN,27,0 - 2
Donley,TX,48,0 - 2
Crook,OR,41,0 - 2
Taylor,TX,48,0 - 2
Bee,TX,48,0 - 2
Boone,IA,19,0 - 2
Butler,MO,29,0 - 2
Cowlitz,WA,53,0 - 2
Lenoir,NC,37,0 - 2
Pulaski,KY,21,0 - 2
Franklin,MS,28,0 - 2
Clinton,MO,29,0 - 2
Dodge,GA,13,0 - 2
Smith,TX,48,0 - 2
Lincoln,SD,46,0 - 2
Floyd,IA,19,0 - 2
Patrick,VA,51,0 - 2
Oglala Lakota,SD,46,0 - 2
Big Horn,MT,30,0 - 2
Stewart,TN,47,0 - 2
Greenwood,KS,20,0 - 2
Shelby,KY,21,0 - 2
Treutlen,GA,13,0 - 2
Henry,TN,47,0 - 2
Anoka,MN,27,0 - 2
Sierra,CA,6,0 - 2
Gilpin,CO,8,0 - 2
Beauregard,LA,22,0 - 2
Nash,NC,37,0 - 2
Mariposa,CA,6,0 - 2
Routt,CO,8,0 - 2
Lincoln,ID,16,0 - 2
Crawford,IN,18,0 - 2
Lyon,MN,27,0 - 2
Delta,TX,48,0 - 2
Wilcox,GA,13,0 - 2
Mason,TX,48,0 - 2
Limestone,AL,1,0 - 2
Parmer,TX,48,0 - 2
Bladen,NC,37,0 - 2
McCreary,KY,21,0 - 2
Tolland,CT,9,0 - 2
Adams,ID,16,0 - 2
Swain,NC,37,0 - 2
Chester,TN,47,0 - 2
Rowan,KY,21,0 - 2
Jefferson,CO,8,0 - 10
Benton,MN,27,0 - 2
Decatur,IN,18,0 - 2
Lincoln,OK,40,0 - 2
Prowers,CO,8,0 - 2
Cheshire,NH,33,0 - 2
Washington,IL,17,0 - 2
Owyhee,ID,16,0 - 2
Wichita,KS,20,0 - 2
Elk,PA,42,0 - 2
Adams,IA,19,0 - 2
Allegheny,PA,42,2 - 5
Taylor,WV,54,0 - 2
Menominee,MI,26,0 - 2
Simpson,KY,21,0 - 2
Bristol,RI,44,2 - 5
Barrow,GA,13,0 - 2
Lincoln,NM,35,0 - 2
Solano,CA,6,0 - 10
St. Landry,LA,22,0 - 2
Erath,TX,48,0 - 2
Crawford,IA,19,0 - 2
Lyon,IA,19,0 - 2
Logan,AR,5,0 - 2
Calhoun,TX,48,0 - 2
Davis,UT,49,2 - 5
Kiowa,CO,8,0 - 2
Ontonagon,MI,26,0 - 2
Ripley,IN,18,0 - 2
Penobscot,ME,23,0 - 2
Anchorage,AK,2,0 - 2
Jefferson,MS,28,0 - 2
Pershing,NV,32,0 - 2
Nottoway,VA,51,0 - 2
Wood,WV,54,0 - 2
Wayne,MI,26,0 - 2
Stevens,WA,53,0 - 2
Poweshiek,IA,19,0 - 2
Warrick,IN,18,0 - 2
Geneva,AL,1,0 - 2
Attala,MS,28,0 - 2
Wayne,NY,36,0 - 2
Liberty,MT,30,0 - 2
Blount,AL,1,0 - 2
Reno,KS,20,0 - 2
Cass,TX,48,0 - 2
Vermillion,IN,18,0 - 2
Montcalm,MI,26,0 - 2
Denali,AK,2,0 - 2
Coffey,KS,20,0 - 2
Rooks,KS,20,0 - 2
Morgan,TN,47,0 - 2
Trigg,KY,21,0 - 2
Bradley,TN,47,0 - 2
Furnas,NE,31,0 - 2
Noble,OH,39,0 - 2
Alpine,CA,6,0 - 2
Cascade,MT,30,0 - 2
Grundy,TN,47,0 - 2
Pierce,GA,13,0 - 2
Grant,KY,21,0 - 2
Cherokee,KS,20,0 - 2
Benton,OR,41,0 - 2
Logan,CO,8,0 - 2
Yakima,WA,53,0 - 2
Laramie,WY,56,0 - 2
Love,OK,40,0 - 2
Clay,NE,31,0 - 2
Umatilla,OR,41,0 - 2
Perquimans,NC,37,0 - 2
Hinsdale,CO,8,0 - 2
Sherman,TX,48,0 - 2
Carter,MT,30,0 - 2
Clark,KS,20,0 - 2
Philadelphia,PA,42,0 - 10
Sangamon,IL,17,0 - 2
Brown,SD,46,0 - 2
Howard,MO,29,0 - 2
Marion,TN,47,0 - 2
Anderson,SC,45,0 - 2
Lebanon,PA,42,0 - 2
Steele,ND,38,0 - 2
Jackson,OK,40,0 - 2
Mackinac,MI,26,0 - 2
Essex,MA,25,2 - 5
San Juan,CO,8,0 - 2
Blanco,TX,48,0 - 2
St. Clair,AL,1,0 - 2
Callaway,MO,29,0 - 2
Norton,KS,20,0 - 2
Yuma,AZ,4,0 - 2
Day,SD,46,0 - 2
San Saba,TX,48,0 - 2
Wahkiakum,WA,53,0 - 2
Jasper,SC,45,0 - 2
Clark,SD,46,0 - 2
Wasco,OR,41,0 - 2
Winneshiek,IA,19,0 - 2
Webster,GA,13,0 - 2
Phelps,NE,31,0 - 2
Coosa,AL,1,0 - 2
Hertford,NC,37,0 - 2
Menard,IL,17,0 - 2
Humboldt,CA,6,0 - 2
Saline,MO,29,0 - 2
Hocking,OH,39,0 - 2
Lancaster,VA,51,0 - 2
Manatee,FL,12,0 - 2
Levy,FL,12,0 - 2
Shelby,IN,18,0 - 2
Colleton,SC,45,0 - 2
Aitkin,MN,27,0 - 2
Real,TX,48,0 - 2
Massac,IL,17,0 - 2
Grady,OK,40,0 - 2
